cell,weekday,hour,count,n_days,expected_per_occurrence
"12.973,77.607",Monday,8,1,22,0.045454545454545456
"12.973,77.607",Monday,10,3,22,0.13636363636363635
"12.973,77.607",Monday,11,4,22,0.18181818181818182
"12.973,77.607",Monday,12,4,22,0.18181818181818182
"12.973,77.607",Monday,15,3,22,0.13636363636363635
"12.973,77.607",Saturday,12,1,22,0.045454545454545456
"12.973,77.607",Saturday,13,1,22,0.045454545454545456
"12.973,77.607",Sunday,5,1,22,0.045454545454545456
"12.973,77.607",Sunday,10,4,22,0.18181818181818182
"12.973,77.607",Sunday,12,6,22,0.2727272727272727
"12.973,77.607",Sunday,13,9,22,0.4090909090909091
"12.973,77.607",Sunday,14,8,22,0.36363636363636365
"12.973,77.607",Thursday,7,1,21,0.047619047619047616
"12.973,77.607",Thursday,10,2,21,0.09523809523809523
"12.973,77.607",Thursday,14,2,21,0.09523809523809523
"12.973,77.607",Tuesday,6,15,21,0.7142857142857143
"12.973,77.607",Tuesday,10,3,21,0.14285714285714285
"12.973,77.607",Tuesday,12,5,21,0.23809523809523808
"12.973,77.607",Tuesday,13,1,21,0.047619047619047616
"12.973,77.607",Tuesday,15,2,21,0.09523809523809523
"12.973,77.607",Tuesday,17,1,21,0.047619047619047616
"12.973,77.607",Wednesday,5,1,21,0.047619047619047616
"12.973,77.607",Wednesday,11,4,21,0.19047619047619047
"12.973,77.608",Monday,13,1,22,0.045454545454545456
"12.973,77.608",Sunday,7,1,22,0.045454545454545456
"12.973,77.608",Sunday,12,1,22,0.045454545454545456
"12.973,77.609",Friday,9,2,22,0.09090909090909091
"12.973,77.609",Monday,7,1,22,0.045454545454545456
"12.973,77.609",Monday,10,1,22,0.045454545454545456
"12.973,77.609",Monday,11,1,22,0.045454545454545456
"12.973,77.609",Monday,13,1,22,0.045454545454545456
"12.973,77.609",Saturday,6,1,22,0.045454545454545456
"12.973,77.609",Saturday,13,2,22,0.09090909090909091
"12.973,77.609",Sunday,7,3,22,0.13636363636363635
"12.973,77.609",Sunday,8,1,22,0.045454545454545456
"12.973,77.609",Sunday,9,1,22,0.045454545454545456
"12.973,77.609",Sunday,10,2,22,0.09090909090909091
"12.973,77.609",Sunday,12,8,22,0.36363636363636365
"12.973,77.609",Sunday,13,6,22,0.2727272727272727
"12.973,77.609",Sunday,14,2,22,0.09090909090909091
"12.973,77.609",Thursday,2,1,21,0.047619047619047616
"12.973,77.609",Thursday,8,1,21,0.047619047619047616
"12.973,77.609",Thursday,10,2,21,0.09523809523809523
"12.973,77.609",Thursday,13,1,21,0.047619047619047616
"12.973,77.609",Wednesday,9,2,21,0.09523809523809523
"12.973,77.61",Friday,12,1,22,0.045454545454545456
"12.973,77.61",Monday,9,1,22,0.045454545454545456
"12.973,77.61",Sunday,11,1,22,0.045454545454545456
"12.973,77.61",Sunday,12,1,22,0.045454545454545456
"12.973,77.61",Thursday,7,2,21,0.09523809523809523
"12.973,77.61",Thursday,8,2,21,0.09523809523809523
"12.973,77.61",Thursday,9,2,21,0.09523809523809523
"12.973,77.61",Tuesday,5,1,21,0.047619047619047616
"12.973,77.61",Tuesday,7,2,21,0.09523809523809523
"12.973,77.611",Friday,6,1,22,0.045454545454545456
"12.973,77.611",Monday,5,2,22,0.09090909090909091
"12.973,77.611",Monday,7,6,22,0.2727272727272727
"12.973,77.611",Monday,12,2,22,0.09090909090909091
"12.973,77.611",Monday,13,3,22,0.13636363636363635
"12.973,77.611",Saturday,9,1,22,0.045454545454545456
"12.973,77.611",Saturday,10,3,22,0.13636363636363635
"12.973,77.611",Sunday,5,1,22,0.045454545454545456
"12.973,77.611",Sunday,7,4,22,0.18181818181818182
"12.973,77.611",Sunday,10,1,22,0.045454545454545456
"12.973,77.611",Sunday,12,1,22,0.045454545454545456
"12.973,77.611",Sunday,13,2,22,0.09090909090909091
"12.973,77.611",Tuesday,2,4,21,0.19047619047619047
"12.973,77.611",Tuesday,5,1,21,0.047619047619047616
"12.973,77.611",Tuesday,6,1,21,0.047619047619047616
"12.973,77.611",Tuesday,9,3,21,0.14285714285714285
"12.973,77.611",Tuesday,12,1,21,0.047619047619047616
"12.973,77.611",Wednesday,5,2,21,0.09523809523809523
"12.973,77.614",Friday,4,1,22,0.045454545454545456
"12.973,77.614",Friday,15,1,22,0.045454545454545456
"12.973,77.614",Saturday,3,3,22,0.13636363636363635
"12.973,77.614",Saturday,4,3,22,0.13636363636363635
"12.973,77.614",Sunday,4,1,22,0.045454545454545456
"12.973,77.614",Sunday,8,7,22,0.3181818181818182
"12.973,77.614",Thursday,1,1,21,0.047619047619047616
"12.973,77.614",Thursday,2,2,21,0.09523809523809523
"12.973,77.614",Thursday,4,9,21,0.42857142857142855
"12.973,77.614",Tuesday,4,3,21,0.14285714285714285
"12.973,77.614",Tuesday,6,1,21,0.047619047619047616
"12.973,77.614",Tuesday,7,1,21,0.047619047619047616
"12.973,77.614",Tuesday,8,1,21,0.047619047619047616
"12.973,77.615",Friday,1,2,22,0.09090909090909091
"12.973,77.615",Friday,3,1,22,0.045454545454545456
"12.973,77.615",Friday,4,7,22,0.3181818181818182
"12.973,77.615",Friday,6,2,22,0.09090909090909091
"12.973,77.615",Friday,9,1,22,0.045454545454545456
"12.973,77.615",Friday,10,1,22,0.045454545454545456
"12.973,77.615",Friday,11,2,22,0.09090909090909091
"12.973,77.615",Friday,15,1,22,0.045454545454545456
"12.973,77.615",Monday,3,1,22,0.045454545454545456
"12.973,77.615",Monday,4,1,22,0.045454545454545456
"12.973,77.615",Monday,5,1,22,0.045454545454545456
"12.973,77.615",Saturday,3,8,22,0.36363636363636365
"12.973,77.615",Saturday,4,17,22,0.7727272727272727
"12.973,77.615",Saturday,5,4,22,0.18181818181818182
"12.973,77.615",Saturday,6,1,22,0.045454545454545456
"12.973,77.615",Saturday,8,4,22,0.18181818181818182
"12.973,77.615",Saturday,9,2,22,0.09090909090909091
"12.973,77.615",Saturday,10,8,22,0.36363636363636365
"12.973,77.615",Saturday,11,4,22,0.18181818181818182
"12.973,77.615",Sunday,3,2,22,0.09090909090909091
"12.973,77.615",Sunday,4,9,22,0.4090909090909091
"12.973,77.615",Sunday,6,5,22,0.22727272727272727
"12.973,77.615",Sunday,8,11,22,0.5
"12.973,77.615",Sunday,9,4,22,0.18181818181818182
"12.973,77.615",Thursday,3,21,21,1.0
"12.973,77.615",Thursday,4,10,21,0.47619047619047616
"12.973,77.615",Thursday,5,3,21,0.14285714285714285
"12.973,77.615",Thursday,6,4,21,0.19047619047619047
"12.973,77.615",Thursday,7,4,21,0.19047619047619047
"12.973,77.615",Thursday,8,2,21,0.09523809523809523
"12.973,77.615",Thursday,9,1,21,0.047619047619047616
"12.973,77.615",Thursday,11,1,21,0.047619047619047616
"12.973,77.615",Tuesday,3,1,21,0.047619047619047616
"12.973,77.615",Tuesday,4,16,21,0.7619047619047619
"12.973,77.615",Tuesday,5,2,21,0.09523809523809523
"12.973,77.615",Tuesday,6,14,21,0.6666666666666666
"12.973,77.615",Tuesday,7,1,21,0.047619047619047616
"12.973,77.615",Tuesday,8,2,21,0.09523809523809523
"12.973,77.615",Tuesday,10,3,21,0.14285714285714285
"12.973,77.615",Tuesday,11,7,21,0.3333333333333333
"12.973,77.615",Tuesday,12,3,21,0.14285714285714285
"12.973,77.615",Wednesday,2,1,21,0.047619047619047616
"12.973,77.615",Wednesday,3,1,21,0.047619047619047616
"12.973,77.615",Wednesday,4,10,21,0.47619047619047616
"12.973,77.615",Wednesday,8,2,21,0.09523809523809523
"12.973,77.615",Wednesday,9,3,21,0.14285714285714285
"12.973,77.615",Wednesday,11,5,21,0.23809523809523808
"12.973,77.616",Friday,4,19,22,0.8636363636363636
"12.973,77.616",Friday,5,2,22,0.09090909090909091
"12.973,77.616",Friday,6,2,22,0.09090909090909091
"12.973,77.616",Friday,7,2,22,0.09090909090909091
"12.973,77.616",Friday,8,1,22,0.045454545454545456
"12.973,77.616",Friday,10,1,22,0.045454545454545456
"12.973,77.616",Friday,13,2,22,0.09090909090909091
"12.973,77.616",Monday,4,1,22,0.045454545454545456
"12.973,77.616",Monday,5,2,22,0.09090909090909091
"12.973,77.616",Saturday,0,2,22,0.09090909090909091
"12.973,77.616",Saturday,3,7,22,0.3181818181818182
"12.973,77.616",Saturday,4,18,22,0.8181818181818182
"12.973,77.616",Saturday,5,12,22,0.5454545454545454
"12.973,77.616",Saturday,6,1,22,0.045454545454545456
"12.973,77.616",Saturday,8,1,22,0.045454545454545456
"12.973,77.616",Saturday,11,5,22,0.22727272727272727
"12.973,77.616",Sunday,3,3,22,0.13636363636363635
"12.973,77.616",Sunday,4,9,22,0.4090909090909091
"12.973,77.616",Sunday,5,1,22,0.045454545454545456
"12.973,77.616",Sunday,6,2,22,0.09090909090909091
"12.973,77.616",Sunday,7,1,22,0.045454545454545456
"12.973,77.616",Sunday,8,5,22,0.22727272727272727
"12.973,77.616",Sunday,9,1,22,0.045454545454545456
"12.973,77.616",Sunday,10,1,22,0.045454545454545456
"12.973,77.616",Sunday,11,4,22,0.18181818181818182
"12.973,77.616",Sunday,12,3,22,0.13636363636363635
"12.973,77.616",Thursday,1,1,21,0.047619047619047616
"12.973,77.616",Thursday,2,2,21,0.09523809523809523
"12.973,77.616",Thursday,3,5,21,0.23809523809523808
"12.973,77.616",Thursday,4,18,21,0.8571428571428571
"12.973,77.616",Thursday,5,9,21,0.42857142857142855
"12.973,77.616",Thursday,6,6,21,0.2857142857142857
"12.973,77.616",Thursday,7,5,21,0.23809523809523808
"12.973,77.616",Thursday,8,2,21,0.09523809523809523
"12.973,77.616",Thursday,9,1,21,0.047619047619047616
"12.973,77.616",Thursday,11,1,21,0.047619047619047616
"12.973,77.616",Tuesday,3,7,21,0.3333333333333333
"12.973,77.616",Tuesday,4,10,21,0.47619047619047616
"12.973,77.616",Tuesday,5,4,21,0.19047619047619047
"12.973,77.616",Tuesday,6,2,21,0.09523809523809523
"12.973,77.616",Tuesday,7,1,21,0.047619047619047616
"12.973,77.616",Tuesday,9,1,21,0.047619047619047616
"12.973,77.616",Tuesday,10,4,21,0.19047619047619047
"12.973,77.616",Tuesday,11,1,21,0.047619047619047616
"12.973,77.616",Wednesday,4,4,21,0.19047619047619047
"12.973,77.616",Wednesday,6,2,21,0.09523809523809523
"12.973,77.616",Wednesday,7,3,21,0.14285714285714285
"12.973,77.616",Wednesday,8,3,21,0.14285714285714285
"12.973,77.616",Wednesday,9,6,21,0.2857142857142857
"12.973,77.616",Wednesday,11,1,21,0.047619047619047616
"12.973,77.617",Friday,3,2,22,0.09090909090909091
"12.973,77.617",Friday,4,9,22,0.4090909090909091
"12.973,77.617",Friday,6,2,22,0.09090909090909091
"12.973,77.617",Friday,7,1,22,0.045454545454545456
"12.973,77.617",Friday,11,2,22,0.09090909090909091
"12.973,77.617",Monday,3,4,22,0.18181818181818182
"12.973,77.617",Monday,4,2,22,0.09090909090909091
"12.973,77.617",Monday,5,1,22,0.045454545454545456
"12.973,77.617",Monday,9,1,22,0.045454545454545456
"12.973,77.617",Saturday,2,3,22,0.13636363636363635
"12.973,77.617",Saturday,3,5,22,0.22727272727272727
"12.973,77.617",Saturday,4,17,22,0.7727272727272727
"12.973,77.617",Saturday,5,3,22,0.13636363636363635
"12.973,77.617",Saturday,6,2,22,0.09090909090909091
"12.973,77.617",Saturday,8,3,22,0.13636363636363635
"12.973,77.617",Saturday,9,2,22,0.09090909090909091
"12.973,77.617",Saturday,10,7,22,0.3181818181818182
"12.973,77.617",Sunday,2,3,22,0.13636363636363635
"12.973,77.617",Sunday,3,2,22,0.09090909090909091
"12.973,77.617",Sunday,4,6,22,0.2727272727272727
"12.973,77.617",Sunday,8,6,22,0.2727272727272727
"12.973,77.617",Sunday,12,1,22,0.045454545454545456
"12.973,77.617",Thursday,1,1,21,0.047619047619047616
"12.973,77.617",Thursday,3,1,21,0.047619047619047616
"12.973,77.617",Thursday,4,11,21,0.5238095238095238
"12.973,77.617",Thursday,5,4,21,0.19047619047619047
"12.973,77.617",Thursday,6,3,21,0.14285714285714285
"12.973,77.617",Thursday,7,1,21,0.047619047619047616
"12.973,77.617",Thursday,8,1,21,0.047619047619047616
"12.973,77.617",Thursday,9,1,21,0.047619047619047616
"12.973,77.617",Tuesday,3,7,21,0.3333333333333333
"12.973,77.617",Tuesday,4,24,21,1.1428571428571428
"12.973,77.617",Tuesday,8,2,21,0.09523809523809523
"12.973,77.617",Tuesday,9,1,21,0.047619047619047616
"12.973,77.617",Tuesday,10,2,21,0.09523809523809523
"12.973,77.617",Tuesday,11,2,21,0.09523809523809523
"12.973,77.617",Wednesday,2,2,21,0.09523809523809523
"12.973,77.617",Wednesday,3,1,21,0.047619047619047616
"12.973,77.617",Wednesday,5,1,21,0.047619047619047616
"12.973,77.617",Wednesday,7,1,21,0.047619047619047616
"12.973,77.617",Wednesday,8,3,21,0.14285714285714285
"12.973,77.617",Wednesday,9,3,21,0.14285714285714285
"12.973,77.617",Wednesday,10,1,21,0.047619047619047616
"12.973,77.617",Wednesday,11,1,21,0.047619047619047616
"12.973,77.618",Monday,12,1,22,0.045454545454545456
"12.973,77.618",Saturday,4,5,22,0.22727272727272727
"12.973,77.618",Saturday,6,1,22,0.045454545454545456
"12.973,77.618",Saturday,10,6,22,0.2727272727272727
"12.973,77.618",Sunday,5,1,22,0.045454545454545456
"12.973,77.618",Sunday,11,1,22,0.045454545454545456
"12.973,77.618",Thursday,4,1,21,0.047619047619047616
"12.973,77.618",Tuesday,3,2,21,0.09523809523809523
"12.973,77.618",Tuesday,4,8,21,0.38095238095238093
"12.973,77.618",Tuesday,8,1,21,0.047619047619047616
"12.973,77.618",Tuesday,11,2,21,0.09523809523809523
"12.973,77.618",Wednesday,4,3,21,0.14285714285714285
"12.973,77.618",Wednesday,6,3,21,0.14285714285714285
"12.973,77.618",Wednesday,8,2,21,0.09523809523809523
"12.973,77.618",Wednesday,11,1,21,0.047619047619047616
"12.973,77.619",Friday,4,1,22,0.045454545454545456
"12.973,77.619",Saturday,4,4,22,0.18181818181818182
"12.973,77.619",Saturday,10,1,22,0.045454545454545456
"12.973,77.619",Sunday,2,2,22,0.09090909090909091
"12.973,77.619",Thursday,3,2,21,0.09523809523809523
"12.973,77.619",Thursday,9,1,21,0.047619047619047616
"12.973,77.619",Thursday,10,1,21,0.047619047619047616
"12.973,77.619",Thursday,13,1,21,0.047619047619047616
"12.973,77.619",Tuesday,4,4,21,0.19047619047619047
"12.973,77.619",Tuesday,5,1,21,0.047619047619047616
"12.973,77.619",Tuesday,8,2,21,0.09523809523809523
"12.973,77.62",Friday,0,1,22,0.045454545454545456
"12.973,77.62",Friday,4,8,22,0.36363636363636365
"12.973,77.62",Friday,6,3,22,0.13636363636363635
"12.973,77.62",Friday,8,3,22,0.13636363636363635
"12.973,77.62",Friday,9,2,22,0.09090909090909091
"12.973,77.62",Friday,11,6,22,0.2727272727272727
"12.973,77.62",Monday,1,2,22,0.09090909090909091
"12.973,77.62",Monday,3,2,22,0.09090909090909091
"12.973,77.62",Monday,4,5,22,0.22727272727272727
"12.973,77.62",Monday,5,2,22,0.09090909090909091
"12.973,77.62",Monday,7,1,22,0.045454545454545456
"12.973,77.62",Monday,8,1,22,0.045454545454545456
"12.973,77.62",Monday,12,1,22,0.045454545454545456
"12.973,77.62",Saturday,2,1,22,0.045454545454545456
"12.973,77.62",Saturday,3,1,22,0.045454545454545456
"12.973,77.62",Saturday,4,4,22,0.18181818181818182
"12.973,77.62",Saturday,7,4,22,0.18181818181818182
"12.973,77.62",Saturday,10,13,22,0.5909090909090909
"12.973,77.62",Sunday,2,1,22,0.045454545454545456
"12.973,77.62",Sunday,3,2,22,0.09090909090909091
"12.973,77.62",Sunday,6,4,22,0.18181818181818182
"12.973,77.62",Sunday,8,4,22,0.18181818181818182
"12.973,77.62",Sunday,9,7,22,0.3181818181818182
"12.973,77.62",Sunday,10,2,22,0.09090909090909091
"12.973,77.62",Sunday,11,10,22,0.45454545454545453
"12.973,77.62",Sunday,14,4,22,0.18181818181818182
"12.973,77.62",Thursday,3,1,21,0.047619047619047616
"12.973,77.62",Thursday,4,1,21,0.047619047619047616
"12.973,77.62",Thursday,5,2,21,0.09523809523809523
"12.973,77.62",Thursday,7,4,21,0.19047619047619047
"12.973,77.62",Thursday,8,1,21,0.047619047619047616
"12.973,77.62",Thursday,12,3,21,0.14285714285714285
"12.973,77.62",Tuesday,2,1,21,0.047619047619047616
"12.973,77.62",Tuesday,3,3,21,0.14285714285714285
"12.973,77.62",Tuesday,4,1,21,0.047619047619047616
"12.973,77.62",Tuesday,5,1,21,0.047619047619047616
"12.973,77.62",Tuesday,8,2,21,0.09523809523809523
"12.973,77.62",Tuesday,13,1,21,0.047619047619047616
"12.973,77.62",Tuesday,15,1,21,0.047619047619047616
"12.973,77.62",Wednesday,2,1,21,0.047619047619047616
"12.973,77.62",Wednesday,3,1,21,0.047619047619047616
"12.973,77.62",Wednesday,5,1,21,0.047619047619047616
"12.973,77.62",Wednesday,7,1,21,0.047619047619047616
"12.973,77.62",Wednesday,8,2,21,0.09523809523809523
"12.973,77.62",Wednesday,9,2,21,0.09523809523809523
"12.973,77.62",Wednesday,11,1,21,0.047619047619047616
"12.973,77.62",Wednesday,12,2,21,0.09523809523809523
"12.973,77.621",Friday,2,2,22,0.09090909090909091
"12.973,77.621",Friday,11,3,22,0.13636363636363635
"12.973,77.621",Monday,5,1,22,0.045454545454545456
"12.973,77.621",Saturday,3,1,22,0.045454545454545456
"12.973,77.621",Saturday,4,2,22,0.09090909090909091
"12.973,77.621",Saturday,5,5,22,0.22727272727272727
"12.973,77.621",Saturday,6,1,22,0.045454545454545456
"12.973,77.621",Saturday,10,3,22,0.13636363636363635
"12.973,77.621",Sunday,4,2,22,0.09090909090909091
"12.973,77.621",Sunday,5,3,22,0.13636363636363635
"12.973,77.621",Sunday,8,2,22,0.09090909090909091
"12.973,77.621",Sunday,10,2,22,0.09090909090909091
"12.973,77.621",Thursday,0,2,21,0.09523809523809523
"12.973,77.621",Thursday,1,1,21,0.047619047619047616
"12.973,77.621",Thursday,2,1,21,0.047619047619047616
"12.973,77.621",Thursday,7,2,21,0.09523809523809523
"12.973,77.621",Thursday,8,1,21,0.047619047619047616
"12.973,77.621",Tuesday,5,3,21,0.14285714285714285
"12.973,77.621",Tuesday,8,4,21,0.19047619047619047
"12.973,77.621",Tuesday,10,1,21,0.047619047619047616
"12.973,77.621",Tuesday,13,1,21,0.047619047619047616
"12.973,77.621",Wednesday,4,2,21,0.09523809523809523
"12.973,77.621",Wednesday,7,2,21,0.09523809523809523
"12.973,77.621",Wednesday,8,3,21,0.14285714285714285
"12.973,77.621",Wednesday,12,1,21,0.047619047619047616
"12.973,77.622",Friday,2,1,22,0.045454545454545456
"12.973,77.622",Friday,4,9,22,0.4090909090909091
"12.973,77.622",Friday,10,2,22,0.09090909090909091
"12.973,77.622",Monday,1,1,22,0.045454545454545456
"12.973,77.622",Monday,2,5,22,0.22727272727272727
"12.973,77.622",Monday,3,1,22,0.045454545454545456
"12.973,77.622",Monday,4,1,22,0.045454545454545456
"12.973,77.622",Monday,5,3,22,0.13636363636363635
"12.973,77.622",Monday,6,1,22,0.045454545454545456
"12.973,77.622",Monday,9,1,22,0.045454545454545456
"12.973,77.622",Monday,10,1,22,0.045454545454545456
"12.973,77.622",Monday,12,1,22,0.045454545454545456
"12.973,77.622",Monday,13,1,22,0.045454545454545456
"12.973,77.622",Saturday,2,1,22,0.045454545454545456
"12.973,77.622",Saturday,3,1,22,0.045454545454545456
"12.973,77.622",Saturday,4,1,22,0.045454545454545456
"12.973,77.622",Saturday,6,3,22,0.13636363636363635
"12.973,77.622",Saturday,7,4,22,0.18181818181818182
"12.973,77.622",Saturday,10,1,22,0.045454545454545456
"12.973,77.622",Sunday,2,1,22,0.045454545454545456
"12.973,77.622",Sunday,4,2,22,0.09090909090909091
"12.973,77.622",Sunday,5,4,22,0.18181818181818182
"12.973,77.622",Sunday,6,1,22,0.045454545454545456
"12.973,77.622",Sunday,8,1,22,0.045454545454545456
"12.973,77.622",Sunday,9,2,22,0.09090909090909091
"12.973,77.622",Sunday,13,3,22,0.13636363636363635
"12.973,77.622",Thursday,0,1,21,0.047619047619047616
"12.973,77.622",Thursday,2,2,21,0.09523809523809523
"12.973,77.622",Thursday,4,3,21,0.14285714285714285
"12.973,77.622",Thursday,5,2,21,0.09523809523809523
"12.973,77.622",Thursday,6,1,21,0.047619047619047616
"12.973,77.622",Thursday,8,1,21,0.047619047619047616
"12.973,77.622",Thursday,9,3,21,0.14285714285714285
"12.973,77.622",Thursday,13,1,21,0.047619047619047616
"12.973,77.622",Tuesday,2,2,21,0.09523809523809523
"12.973,77.622",Tuesday,3,1,21,0.047619047619047616
"12.973,77.622",Tuesday,4,4,21,0.19047619047619047
"12.973,77.622",Tuesday,8,1,21,0.047619047619047616
"12.973,77.622",Tuesday,14,2,21,0.09523809523809523
"12.973,77.622",Wednesday,2,1,21,0.047619047619047616
"12.973,77.622",Wednesday,3,1,21,0.047619047619047616
"12.973,77.622",Wednesday,4,5,21,0.23809523809523808
"12.973,77.622",Wednesday,5,1,21,0.047619047619047616
"12.973,77.622",Wednesday,6,1,21,0.047619047619047616
"12.973,77.622",Wednesday,10,1,21,0.047619047619047616
"12.973,77.623",Friday,4,2,22,0.09090909090909091
"12.973,77.623",Monday,1,1,22,0.045454545454545456
"12.973,77.623",Monday,3,6,22,0.2727272727272727
"12.973,77.623",Monday,5,1,22,0.045454545454545456
"12.973,77.623",Saturday,5,3,22,0.13636363636363635
"12.973,77.623",Saturday,9,2,22,0.09090909090909091
"12.973,77.623",Sunday,4,1,22,0.045454545454545456
"12.973,77.623",Sunday,8,5,22,0.22727272727272727
"12.973,77.623",Sunday,11,1,22,0.045454545454545456
"12.973,77.623",Sunday,13,1,22,0.045454545454545456
"12.973,77.623",Thursday,5,1,21,0.047619047619047616
"12.973,77.623",Thursday,8,1,21,0.047619047619047616
"12.973,77.623",Thursday,9,2,21,0.09523809523809523
"12.973,77.623",Tuesday,8,1,21,0.047619047619047616
"12.973,77.623",Tuesday,9,1,21,0.047619047619047616
"12.973,77.623",Wednesday,2,1,21,0.047619047619047616
"12.973,77.623",Wednesday,10,1,21,0.047619047619047616
"12.973,77.626",Friday,9,1,22,0.045454545454545456
"12.973,77.626",Monday,4,6,22,0.2727272727272727
"12.973,77.626",Monday,5,2,22,0.09090909090909091
"12.973,77.626",Monday,8,3,22,0.13636363636363635
"12.973,77.626",Sunday,3,1,22,0.045454545454545456
"12.973,77.626",Sunday,4,2,22,0.09090909090909091
"12.973,77.626",Thursday,3,3,21,0.14285714285714285
"12.973,77.626",Thursday,7,2,21,0.09523809523809523
"12.973,77.626",Thursday,12,3,21,0.14285714285714285
"12.973,77.626",Tuesday,4,3,21,0.14285714285714285
"12.973,77.626",Wednesday,3,2,21,0.09523809523809523
"12.973,77.626",Wednesday,4,3,21,0.14285714285714285
"12.973,77.626",Wednesday,7,1,21,0.047619047619047616
"12.973,77.627",Friday,3,1,22,0.045454545454545456
"12.973,77.627",Friday,4,1,22,0.045454545454545456
"12.973,77.627",Friday,9,1,22,0.045454545454545456
"12.973,77.627",Monday,3,1,22,0.045454545454545456
"12.973,77.627",Monday,4,1,22,0.045454545454545456
"12.973,77.627",Saturday,3,1,22,0.045454545454545456
"12.973,77.627",Saturday,4,4,22,0.18181818181818182
"12.973,77.627",Saturday,5,1,22,0.045454545454545456
"12.973,77.627",Saturday,12,1,22,0.045454545454545456
"12.973,77.627",Sunday,3,2,22,0.09090909090909091
"12.973,77.627",Sunday,7,1,22,0.045454545454545456
"12.973,77.627",Tuesday,3,2,21,0.09523809523809523
"12.973,77.627",Tuesday,4,1,21,0.047619047619047616
"12.973,77.627",Wednesday,3,3,21,0.14285714285714285
"12.973,77.627",Wednesday,8,1,21,0.047619047619047616
"12.973,77.628",Monday,11,1,22,0.045454545454545456
"12.973,77.628",Tuesday,8,1,21,0.047619047619047616
"12.973,77.641",Friday,11,3,22,0.13636363636363635
"12.973,77.647",Friday,12,1,22,0.045454545454545456
"12.973,77.647",Monday,5,2,22,0.09090909090909091
"12.973,77.647",Saturday,9,1,22,0.045454545454545456
"12.973,77.647",Saturday,10,2,22,0.09090909090909091
"12.973,77.647",Sunday,5,2,22,0.09090909090909091
"12.973,77.647",Sunday,6,1,22,0.045454545454545456
"12.973,77.647",Sunday,10,3,22,0.13636363636363635
"12.973,77.647",Thursday,6,1,21,0.047619047619047616
"12.973,77.647",Wednesday,7,7,21,0.3333333333333333
"12.973,77.647",Wednesday,8,8,21,0.38095238095238093
"12.973,77.651",Monday,2,1,22,0.045454545454545456
"12.973,77.651",Monday,3,1,22,0.045454545454545456
"12.973,77.657",Friday,3,7,22,0.3181818181818182
"12.973,77.657",Friday,4,1,22,0.045454545454545456
"12.973,77.657",Tuesday,10,1,21,0.047619047619047616
"12.973,77.657",Wednesday,6,1,21,0.047619047619047616
"12.973,77.658",Friday,3,1,22,0.045454545454545456
"12.973,77.658",Friday,9,1,22,0.045454545454545456
"12.973,77.658",Friday,10,3,22,0.13636363636363635
"12.973,77.658",Friday,11,2,22,0.09090909090909091
"12.973,77.658",Saturday,10,3,22,0.13636363636363635
"12.973,77.658",Sunday,4,1,22,0.045454545454545456
"12.973,77.658",Tuesday,11,2,21,0.09523809523809523
"12.973,77.658",Wednesday,5,2,21,0.09523809523809523
"12.973,77.674",Tuesday,7,1,21,0.047619047619047616
"12.973,77.675",Tuesday,11,1,21,0.047619047619047616
"12.973,77.678",Sunday,5,1,22,0.045454545454545456
"12.973,77.7",Sunday,4,1,22,0.045454545454545456
"12.973,77.701",Saturday,10,7,22,0.3181818181818182
"12.973,77.709",Saturday,6,1,22,0.045454545454545456
"12.973,77.71",Friday,13,4,22,0.18181818181818182
"12.973,77.71",Saturday,6,6,22,0.2727272727272727
"12.973,77.711",Friday,5,5,22,0.22727272727272727
"12.973,77.711",Friday,12,1,22,0.045454545454545456
"12.973,77.711",Friday,13,1,22,0.045454545454545456
"12.973,77.711",Saturday,6,8,22,0.36363636363636365
"12.973,77.711",Thursday,3,12,21,0.5714285714285714
"12.973,77.711",Tuesday,4,3,21,0.14285714285714285
"12.973,77.711",Wednesday,3,2,21,0.09523809523809523
"12.973,77.711",Wednesday,10,1,21,0.047619047619047616
"12.973,77.711",Wednesday,11,1,21,0.047619047619047616
"12.973,77.712",Friday,4,2,22,0.09090909090909091
"12.973,77.712",Friday,9,1,22,0.045454545454545456
"12.973,77.751",Sunday,7,1,22,0.045454545454545456
"12.974,77.507",Friday,2,1,22,0.045454545454545456
"12.974,77.509",Friday,3,3,22,0.13636363636363635
"12.974,77.509",Friday,4,2,22,0.09090909090909091
"12.974,77.509",Friday,7,1,22,0.045454545454545456
"12.974,77.509",Friday,8,2,22,0.09090909090909091
"12.974,77.509",Friday,9,2,22,0.09090909090909091
"12.974,77.509",Friday,11,1,22,0.045454545454545456
"12.974,77.509",Monday,1,5,22,0.22727272727272727
"12.974,77.509",Saturday,7,1,22,0.045454545454545456
"12.974,77.509",Saturday,11,1,22,0.045454545454545456
"12.974,77.509",Saturday,13,1,22,0.045454545454545456
"12.974,77.509",Sunday,2,2,22,0.09090909090909091
"12.974,77.509",Sunday,3,10,22,0.45454545454545453
"12.974,77.509",Sunday,7,2,22,0.09090909090909091
"12.974,77.509",Thursday,3,2,21,0.09523809523809523
"12.974,77.509",Thursday,4,1,21,0.047619047619047616
"12.974,77.509",Thursday,5,1,21,0.047619047619047616
"12.974,77.509",Thursday,7,1,21,0.047619047619047616
"12.974,77.509",Tuesday,2,1,21,0.047619047619047616
"12.974,77.509",Tuesday,3,1,21,0.047619047619047616
